,0
0,-0.08774967
1,-0.025699451
2,0.042198434
3,-0.022369531
4,-0.00571993
5,0.028229012
6,-0.026836497
7,-0.016440648
8,0.047071487
9,0.023762046
10,-0.079709131
11,-0.02472484
12,0.077040769
13,-0.015222385
14,-0.039425219
15,0.077203204
16,0.106197875
17,-0.053719511
18,0.0286351
19,0.161750689
20,0.013528633
21,-0.104805359
22,0.042523304
23,0.056817595
24,-0.066633103
25,-0.005151407
26,0.136816897
27,-0.00636967
28,-0.138754301
29,0.022949871
30,0.095477156
31,-0.09408464
32,-0.165556097
33,0.025873703
34,0.018401687
35,-0.112277375
36,-0.072399551
37,0.055924202
38,-0.04405462
39,-0.090186197
40,0.041223823
41,0.052756717
42,-0.047384541
43,-0.006775758
44,0.043416697
45,-0.075729471
46,-0.048115499
47,0.073223543
48,0.005325659
49,-0.07775991
50,0.042685739
51,0.130806797
52,0.000371388
53,-0.035689211
54,0.037000509
55,-0.004339231
56,-0.052013942
57,-0.033821207
58,0.044472525
59,-0.061516397
60,-0.044866796
61,0.037569032
62,0.02498031
63,-0.063790489
64,-0.05940474
65,-0.068257455
66,-0.055587515
67,0.017020988
68,-0.009943243
69,-0.014978732
70,0.016371248
71,0.041061388
72,0.032939631
73,0.014503244
74,0.062827695
75,-0.000278353
76,0.007680968
77,0.057142465
78,0.078908773
79,-0.035120688
80,0.026604661
81,0.066644921
82,-0.032278073
83,-0.011161507
84,0.105223264
85,-0.06240979
86,-0.21948456
87,-0.075485818
88,0.271719272
89,0.045853224
90,-0.118287475
91,0.031152845
92,0.253688972
93,0.03829999
94,-0.032196856
95,0.079071208
96,-0.05607482
97,-0.172622026
98,-0.030572505
99,0.080208254
100,-0.050633243
101,-0.102612485
102,-0.066551886
103,0.13170019
104,0.16971001
105,-0.044866796
106,-0.187890928
107,-0.045516537
108,0.0873554
109,-0.123647834
110,-0.236946337
111,0.20674522
112,0.240288074
113,-0.036826257
114,-0.062897095
115,0.220877076
116,0.157852246
117,-0.226388053
118,-0.242631566
119,0.041629911
120,0.013691068
121,-0.058186477
122,-0.051120549
123,0.059091687
124,0.014584461
125,-0.151018153
126,-0.029435459
127,0.117243463
128,-0.021882225
129,-0.09976987
130,-0.055018992
131,-0.067039191
132,-0.046166277
133,0.039355819
134,0.030097016
135,0.015234202
136,0.046502964
137,0.139253424
138,0.026767096
139,-0.064602664
140,-0.038856696
141,0.097101507
142,0.077121986
143,-0.027161367
144,0.007843404
145,0.107741008
146,0.039193384
147,-0.155322684
148,-0.061110309
149,0.040817735
150,-0.058755
151,-0.123079311
152,0.017995599
153,0.102786737
154,-0.032765379
155,-0.081171048
156,0.106928833
157,0.101243603
158,-0.04405462
159,-0.117637734
160,0.026523444
161,0.093121847
162,0.091822366
163,0.039518254
164,0.03432033
165,0.099456817
166,0.148106138
167,0.059010469
168,-0.20916993
169,-0.085719231
170,0.073792066
171,-0.103343443
172,-0.230042844
173,0.063315
174,0.206014262
175,-0.032521726
176,-0.136398992
177,0.04699027
178,0.067863184
179,-0.136155339
180,-0.113576856
181,-0.073211726
182,-0.039262784
183,0.02498031
184,0.042198434
185,-0.035689211
186,0.030421887
187,0.136735679
188,0.024411787
189,-0.113901726
190,-0.057130648
191,0.045690789
192,-0.036176517
193,-0.134937075
194,0.057954641
195,0.240288074
196,0.083132086
197,-0.107323103
198,0.027904142
199,0.164918174
200,-0.02772989
201,-0.132662984
202,-0.022369531
203,0.08435035
204,-0.007831586
205,0.001508434
206,0.03196502
207,0.040574082
208,0.077284422
209,-0.018065
210,-0.101069351
211,-0.037475998
212,-0.038775479
213,-0.208763842
214,-0.048927674
215,0.149730489
216,0.072167715
217,-0.032440509
218,0.084187915
219,0.157933463
220,-0.046491147
221,-0.153373463
222,-0.020176656
223,0.176126198
224,0.027579272
225,-0.082876616
226,0.090360449
227,0.221283164
228,0.022949871
229,-0.019120828
230,-0.018795958
231,-0.032196856
232,-0.115688513
233,-0.041212006
234,-0.028135978
235,-0.080521307
236,0.004351048
237,0.120817036
238,0.083375739
239,0.079071208
240,0.026848314
241,-0.170429151
242,-0.201779131
243,0.042117216
244,-0.070450329
245,-0.258062904
246,0.010767236
247,0.238013982
248,0.017345859
249,-0.124947315
250,0.10099995
251,0.101893344
252,-0.131038632
253,-0.218916038
254,-0.012136117
255,0.103111607
256,0.014015939
257,-0.007912804
258,0.093609152
259,0.151111188
260,0.003051567
261,0.046096877
262,0.137466637
263,-0.004095578
264,-0.193657375
265,-0.178956996
266,-0.048521586
267,0.021000649
268,-0.004664101
269,-0.098307954
270,-0.026511626
271,0.080289471
272,-0.014328992
273,-0.18383005
274,-0.053313423
275,0.06567031
276,-0.042267834
277,-0.0874248
278,0.07898999
279,0.163537475
280,0.048127316
281,-0.08108983
282,-0.009618373
283,0.097426378
284,0.052756717
285,-0.01538482
286,-0.001821487
287,0.011985499
288,0.035132505
289,0.074604242
290,0.052431847
291,0.04431009
292,-0.004582884
293,-0.013679251
294,-0.068176237
295,-0.008156457
296,0.079314861
297,-0.017415259
298,-0.090186197
299,0.04098017
300,0.12504035
301,0.0059754
302,-0.020095439
303,0.046584182
304,0.021812825
305,-0.072399551
306,-0.02472484
307,0.020432126
308,-0.026267974
309,0.021569172
310,0.131781408
311,0.033833024
312,-0.100338393
313,0.023274741
314,0.067375879
315,-0.15280494
316,-0.176276816
317,0.080857994
318,0.061365779
319,-0.112033722
320,0.045447136
321,0.302663164
322,0.079802166
323,-0.155403902
324,0.035538593
325,0.123172346
326,-0.182693004
327,-0.199586257
328,0.025223962
329,0.041873563
330,-0.045191666
331,0.042848174
332,0.057873424
333,-0.073536596
334,-0.070044241
335,0.015071767
336,-0.052663682
337,-0.15946478
338,-0.046816018
339,0.035213723
340,-0.076785299
341,-0.079221826
342,0.187821527
343,0.165974002
344,-0.084907055
345,-0.061516397
346,0.10035021
347,-0.085313143
348,-0.205190269
349,0.080045819
350,0.107416138
351,-0.122023483
352,-0.078653303
353,0.19472502
354,0.1100151
355,-0.109922065
356,0.008168274
357,0.14372039
358,0.00630027
359,-0.086044101
360,0.001021128
361,0.051051148
362,0.018726557
363,0.069812406
364,0.067863184
365,0.011741847
366,-0.001496616
367,0.111964322
368,-0.018471087
369,-0.14744458
370,0.03099041
371,0.13137532
372,-0.023669012
373,-0.124297574
374,0.085162525
375,0.069243883
376,-0.083201487
377,-0.058755
378,0.10936536
379,0.021000649
380,-0.089698892
381,0.02831023
382,0.024005699
383,-0.109191107
384,0.011904282
385,0.07200528
386,-0.028298413
387,-0.080521307
388,0.085081308
389,0.126339831
390,-0.044460708
391,-0.038125738
392,0.122441388
393,0.062015519
394,-0.182368133
395,-0.031628333
396,0.181161687
397,-0.02204466
398,-0.222245958
399,0.020432126
400,0.212105579
401,-0.051282984
402,-0.146957275
403,0.101974561
404,0.153466497
405,-0.119018433
406,-0.085150708
407,0.084918873
408,-0.058836217
409,-0.176439251
410,0.004269831
411,0.060391168
412,-0.104886576
413,-0.064765099
414,0.082563563
415,-0.000846876
416,-0.128033582
417,-0.003851926
418,0.118299292
419,-0.083039052
420,-0.155160249
421,0.090766537
422,0.155984242
423,-0.033902425
424,-0.019770568
425,0.15338528
426,0.078421467
427,-0.181718393
428,-0.018633523
429,0.105629352
430,-0.050308373
431,-0.122510788
432,0.046502964
433,0.079639731
434,-0.07207468
435,-0.064196576
436,0.022137695
437,-0.004664101
438,-0.00636967
439,0.048533404
440,0.029447276
441,-0.051201766
442,0.035863463
443,0.127639312
444,0.00930532
445,-0.026267974
446,0.07233015
447,0.023762046
448,-0.036663822
449,-0.034308513
450,-0.019689351
451,-0.057049431
452,-0.066227016
453,0.015234202
454,-0.015628473
455,-0.019445698
456,0.063396218
457,0.057061248
458,0.013203763
459,0.09369037
460,0.090522885
461,-0.027161367
462,-0.022775618
463,0.030746757
464,0.034401547
465,-0.016115778
466,0.052269412
467,0.014828114
468,-0.090917155
469,-0.020257874
470,0.075172765
471,-0.061597614
472,-0.144764401
473,0.029853364
474,0.027579272
475,-0.105211447
476,-0.056968213
477,0.105466917
478,0.057467336
479,-0.055343862
480,0.060391168
481,0.112207974
482,-0.013841686
483,-0.145170489
484,-0.17245959
485,-0.007506716
486,0.070949451
487,-0.09107959
488,-0.186266576
489,0.045528354
490,0.214542106
491,-0.030653722
492,-0.044541926
493,0.044959831
494,0.066157615
495,-0.155160249
496,-0.075242165
497,0.15403502
498,0.080939212
499,-0.189596497
500,0.025954921
501,0.315495539
502,0.212430449
503,-0.18447979
504,-0.208357754
505,0.095964461
506,0.090279232
507,-0.433817714
508,-0.207951666
509,0.230948054
510,0.052675499
511,-0.183342744
512,0.054137416
513,0.359434242
514,0.049589232
515,-0.21883482
516,-0.088074541
517,0.165324262
518,0.016208813
519,-0.10878502
520,0.017914382
521,0.094989851
522,-0.1281148
523,-0.041942964
524,0.240531727
525,0.057061248
526,-0.208032884
527,0.008493144
528,0.145994481
529,-0.16912967
530,-0.135668034
531,0.133568194
532,0.058117076
533,-0.087830888
534,0.196511807
535,0.261404641
536,-0.20015478
537,-0.163850529
538,0.265871607
539,0.135598633
540,-0.278610948
541,-0.068257455
542,0.277160849
543,-0.043648533
544,-0.244743223
545,0.114482066
546,0.160776078
547,-0.161170349
548,-0.088561846
549,0.160126338
550,-0.054937774
551,-0.189921367
552,0.080451907
553,0.108553184
554,-0.114876337
555,-0.056643343
556,0.067538314
557,-0.025943103
558,-0.067120409
559,0.089873144
560,0.06867536
561,-0.121942265
562,0.0346452
563,0.111314581
564,0.011579412
565,-0.055831167
566,0.015802725
567,-0.022450748
568,-0.114226596
569,-0.110409371
570,0.043091827
571,0.085081308
572,0.002076956
573,0.023031088
574,0.018401687
575,0.005569312
576,-0.060460568
577,-0.033821207
578,-0.090592285
579,-0.137698473
580,-0.051770289
581,0.059010469
582,0.004838354
583,-0.005232624
584,0.069812406
585,0.085406178
586,-0.048521586
587,-0.081495918
588,0.003782525
589,-0.035932864
590,-0.115688513
591,-0.042024181
592,0.169141487
593,0.215679152
594,0.006868793
595,-0.009455938
596,0.258399591
597,0.101893344
598,-0.20015478
599,-0.029273024
600,0.189770749
601,-0.01570969
602,-0.145170489
603,0.071436757
604,0.162319212
605,-0.011973682
606,-0.038044521
607,0.100837515
608,0.002401827
609,-0.165231227
610,-0.095790209
611,0.049670449
612,-0.04705967
613,-0.039750089
614,0.157527376
615,0.145913264
616,-0.182530568
617,-0.144277095
618,0.123009911
619,0.065589092
620,-0.30053969
621,-0.08076496
622,0.252064621
623,0.064858134
624,-0.199667475
625,0.0693251
626,0.235739891
627,-0.107241886
628,-0.183423962
629,0.11635007
630,0.110908493
631,-0.146713622
632,-0.02107005
633,0.175882545
634,0.106116657
635,0.034239112
636,0.199273204
637,-0.117881387
638,-0.366732006
639,-0.079140608
640,0.13535498
641,-0.350975798
642,-0.296478812
643,0.269932485
644,0.236064761
645,-0.234997115
646,-0.023019271
647,0.409951567
648,-0.126328014
649,-0.491400968
650,0.058848034
651,0.258399591
652,-0.207139491
653,-0.198774081
654,0.287069392
655,0.216897416
656,-0.194388333
657,0.077852945
658,0.33182027
659,-0.056156038
660,-0.169535758
661,-0.019770568
662,-0.186347794
663,-0.240682345
664,0.08768027
665,0.163212605
666,-0.117475299
667,0.017589511
668,0.318500589
669,0.038056338
670,-0.259606038
671,0.018726557
672,0.136816897
673,-0.177332644
674,-0.128845758
675,0.218846637
676,0.160451208
677,-0.056643343
678,0.008168274
679,0.17572011
680,0.067213444
681,0.042766956
682,-0.001334181
683,-0.043973403
684,-0.012542205
685,0.039112166
686,-0.020988832
687,-0.067932584
688,-0.024806057
689,0.002645479
690,-0.112927115
691,-0.175383423
692,0.02165039
693,0.153466497
694,0.004838354
695,-0.06541484
696,0.07233015
697,0.177750549
698,0.116918593
699,-0.063140748
700,-0.055506297
701,0.038381208
702,0.000939911
703,-0.050714461
704,0.005894182
705,0.041873563
706,0.08199504
707,0.030909192
708,-0.040156177
709,-0.002146357
710,-0.024887275
711,-0.140053782
712,-0.21217498
713,-0.091729331
714,0.01629003
715,-0.048115499
716,-0.051607854
717,0.173689671
718,0.252227056
719,-0.016603083
720,-0.142733962
721,0.057710988
722,0.040249212
723,-0.203972006
724,-0.176764121
725,0.077284422
726,0.15939538
727,0.070949451
728,0.018564122
729,0.082319911
730,0.004838354
731,-0.100582046
732,-0.103343443
733,-0.134530988
734,-0.140216217
735,-0.050958113
736,-0.04640993
737,-0.07442999
738,0.110908493
739,0.220795859
740,0.055680549
741,-0.036663822
742,0.099213164
743,0.047883663
744,-0.162632265
745,-0.057049431
746,0.17807542
747,0.083456956
748,-0.074186337
749,0.034726418
750,0.165811567
751,0.014665679
752,-0.081820788
753,-0.030410069
754,-0.045922624
755,-0.07808478
756,0.004432266
757,-0.022288313
758,-0.10642971
759,0.018239252
760,0.224369432
761,0.071030669
762,-0.080034002
763,0.036919292
764,0.132918453
765,-0.060298133
766,-0.112602245
767,0.10668518
768,0.099944122
769,-0.07743504
770,-0.034227295
771,0.15403502
772,-0.044460708
773,-0.135586816
774,0.026523444
775,0.074279372
776,-0.136886297
777,-0.098226736
778,0.114563284
779,0.038218773
780,-0.078978173
781,0.004919571
782,0.107497356
783,-0.017983782
784,-0.031547115
785,0.098888294
786,0.049832885
787,-0.067770149
788,-0.037638433
789,0.051782106
790,-0.036420169
791,-0.075891906
792,-0.009455938
793,-0.015628473
794,-0.042105399
795,-0.026674061
796,0.036513204
797,-0.027892325
798,-0.055912385
799,-0.015628473
800,0.023031088
801,-0.002146357
802,-0.012298553
803,0.045853224
804,-0.017821347
805,-0.007100628
806,0.038868513
807,0.028797535
808,0.078096597
809,0.083863044
810,-0.035932864
811,-0.072318333
812,0.074360589
813,0.041061388
814,-0.086775059
815,-0.061922485
816,-0.023831447
817,-0.065658493
818,-0.051282984
819,0.099944122
820,0.044472525
821,-0.088074541
822,0.006462705
823,0.104167436
824,-0.089698892
825,-0.120399131
826,0.091984801
827,0.135842286
828,-0.057780389
829,-0.019933004
830,0.134786457
831,0.075172765
832,-0.130388892
833,-0.058430129
834,7.67E-02
835,-0.058836217
836,-0.096602385
837,0.060391168
838,0.06030995
839,-0.085394361
840,0.019132645
841,0.126908354
842,0.062827695
843,-0.067039191
844,-0.028298413
845,0.099375599
846,0.092878194
847,-0.013679251
848,-0.030328852
849,0.046096877
850,0.046015659
851,-0.033902425
852,-0.061029091
853,0.017183424
854,0.027335619
855,-0.05006472
856,-0.066389451
857,-0.053475858
858,-0.034877036
859,-0.053475858
860,-0.082389311
861,0.032695978
862,0.020513344
863,-0.034470948
864,-0.025861886
865,0.086299571
866,0.064614481
867,-0.064359012
868,-0.069394501
869,0.019051428
870,0.061446996
871,-0.040318612
872,-0.050145938
873,0.04033043
874,0.043497915
875,-0.049171327
876,-0.030897375
877,0.030015799
878,0.003457655
879,-0.044217055
880,-0.144926836
881,-0.14679484
882,-0.023425359
883,0.127233224
884,0.015234202
885,-0.147850668
886,0.010198713
887,0.285932346
888,0.084431567
889,-0.101475439
890,0.079152426
891,0.035863463
892,-0.174896117
893,-0.091160808
894,0.223232386
895,0.04033043
896,-0.178713343
897,-0.05940474
898,0.246379392
899,0.128938793
900,-0.041455658
901,-0.122998093
902,-0.045435319
903,-0.024156317
904,-0.03674504
905,-0.180662564
906,0.005163224
907,0.16605522
908,0.153141627
909,0.010929671
910,0.071436757
911,0.263841168
912,0.034401547
913,-0.228418493
914,-0.119262085
915,0.079883384
916,0.045447136
917,-0.098957694
918,-0.05006472
919,0.077609292
920,-0.03706991
921,0.029284841
922,0.14168995
923,0.025548833
924,-0.107323103
925,-0.069394501
926,-0.090835938
927,-0.114226596
928,-0.050227155
929,0.009467755
930,-0.003202185
931,0.013447416
932,0.10936536
933,0.107416138
934,-0.074105119
935,-0.102612485
936,0.094908633
937,0.057061248
938,-0.110328153
939,-0.040318612
940,0.118299292
941,0.061203344
942,-0.071587375
943,-0.063546836
944,0.039761907
945,0.042523304
946,-0.040643483
947,-0.067364061
948,-0.057374301
949,-0.031141028
950,0.004513483
951,0.01531542
952,-0.006775758
953,0.018807775
954,-0.006126018
955,-0.015222385
956,0.027741707
957,0.104654741
958,0.035619811
959,-0.05972961
960,-0.026349191
961,0.071193104
962,0.073061108
963,-0.064683882
964,-0.078896956
965,-0.036176517
966,-0.009131067
967,-0.032196856
968,-0.017821347
969,0.046584182
970,0.057954641
971,0.016046378
972,-0.074592425
973,-0.116013383
974,0.022706218
975,0.10636031
976,-0.136886297
977,-0.213393243
978,0.094827416
979,0.234115539
980,-0.054288034
981,-0.086612624
982,0.099456817
983,0.117324681
984,-0.018065
985,-0.032196856
986,-0.032034421
987,-0.091242026
988,-0.010430549
989,0.107334921
990,0.12902001
991,0.008411927
992,0.026929531
993,0.088411228
